;text;description;action;expected_response;positive;actor;request_type;endpoint;response_code
200;"администратор просматривает список пользователей.
действие: get-запрос на эндпоинт ""/admin/users"".
ожидаемый ответ: список пользователей с соответствующей информацией.";администратор просматривает список пользователей.;"get-запрос на эндпоинт ""/admin/users"".";список пользователей с соответствующей информацией.;True;администратор;get;/admin/users;200
201;"покупатель ищет доступные акции и скидки.
действие: get-запрос на эндпоинт ""/promotions"".
ожидаемый ответ: список акций и скидок с подробной информацией.";покупатель ищет доступные акции и скидки.;"get-запрос на эндпоинт ""/promotions"".";список акций и скидок с подробной информацией.;True;покупатель;get;/promotions;200
202;"работник склада проверяет доступность товаров на складе.
действие: get-запрос на эндпоинт ""/warehouse/inventory"".
ожидаемый ответ: список товаров на складе с их доступными количествами.";работник склада проверяет доступность товаров на складе.;"get-запрос на эндпоинт ""/warehouse/inventory"".";список товаров на складе с их доступными количествами.;True;работник склада;get;/warehouse/inventory;200
203;"клиент просматривает свою историю заказов.
действие: get-запрос на эндпоинт ""/customer/orders/history"".
ожидаемый ответ: история заказов клиента с деталями каждого заказа.";клиент просматривает свою историю заказов.;"get-запрос на эндпоинт ""/customer/orders/history"".";история заказов клиента с деталями каждого заказа.;True;клиент;get;/customer/orders/history;200
204;"риэлтор осматривает доступные объекты недвижимости.
действие: get-запрос на эндпоинт ""/realtor/properties"".
ожидаемый ответ: список доступных объектов недвижимости с основными характеристиками.";риэлтор осматривает доступные объекты недвижимости.;"get-запрос на эндпоинт ""/realtor/properties"".";список доступных объектов недвижимости с основными характеристиками.;True;риэлтор;get;/realtor/properties;200
205;"учитель просматривает список доступных учебных материалов.
действие: get-запрос на эндпоинт ""/teacher/resources"".
ожидаемый ответ: список учебных материалов с описанием и ссылками на загрузку.";учитель просматривает список доступных учебных материалов.;"get-запрос на эндпоинт ""/teacher/resources"".";список учебных материалов с описанием и ссылками на загрузку.;True;учитель;get;/teacher/resources;200
206;"менеджер проверяет текущие финансовые показатели компании.
действие: get-запрос на эндпоинт ""/manager/financials"".
ожидаемый ответ: текущие финансовые показатели компании с подробной информацией.";менеджер проверяет текущие финансовые показатели компании.;"get-запрос на эндпоинт ""/manager/financials"".";текущие финансовые показатели компании с подробной информацией.;True;менеджер;get;/manager/financials;200
207;"администратор системы просматривает журналы безопасности.
действие: get-запрос на эндпоинт ""/admin/security/logs"".
ожидаемый ответ: журналы безопасности с информацией о действиях пользователей.";администратор системы просматривает журналы безопасности.;"get-запрос на эндпоинт ""/admin/security/logs"".";журналы безопасности с информацией о действиях пользователей.;True;администратор системы;get;/admin/security/logs;200
208;"дизайнер изучает список доступных шаблонов для нового проекта.
действие: get-запрос на эндпоинт ""/designer/templates"".
ожидаемый ответ: список доступных шаблонов с примерами и описаниями.";дизайнер изучает список доступных шаблонов для нового проекта.;"get-запрос на эндпоинт ""/designer/templates"".";список доступных шаблонов с примерами и описаниями.;True;дизайнер;get;/designer/templates;200
209;" программист проверяет список доступных обновлений для инструментов разработки.
 действие: get-запрос на эндпоинт ""/developer/tools/updates"".
 ожидаемый ответ: список доступных обновлений с подробной информацией.";программист проверяет список доступных обновлений для инструментов разработки.;"get-запрос на эндпоинт ""/developer/tools/updates"".";список доступных обновлений с подробной информацией.;True;программист;get;/developer/tools/updates;200
210;" аналитик просматривает список текущих трендов в отрасли.
 действие: get-запрос на эндпоинт ""/analyst/trends"".
 ожидаемый ответ: список текущих трендов с аналитическими данными.";аналитик просматривает список текущих трендов в отрасли.;"get-запрос на эндпоинт ""/analyst/trends"".";список текущих трендов с аналитическими данными.;True;аналитик;get;/analyst/trends;200
211;" клиент изучает каталог товаров по категориям.
 действие: get-запрос на эндпоинт ""/catalog/categories"".
 ожидаемый ответ: каталог товаров сгруппированных по категориям.";клиент изучает каталог товаров по категориям.;"get-запрос на эндпоинт ""/catalog/categories"".";каталог товаров сгруппированных по категориям.;True;клиент;get;/catalog/categories;200
212;" менеджер проекта просматривает список текущих задач.
 действие: get-запрос на эндпоинт ""/project/manager/tasks"".
 ожидаемый ответ: список текущих задач с подробной информацией.";менеджер проекта просматривает список текущих задач.;"get-запрос на эндпоинт ""/project/manager/tasks"".";список текущих задач с подробной информацией.;True;менеджер проекта;get;/project/manager/tasks;200
213;" контент-менеджер осматривает список доступных материалов для публикации.
 действие: get-запрос на эндпоинт ""/content/manager/articles"".
 ожидаемый ответ: список доступных статей с деталями и метаданными.";контент-менеджер осматривает список доступных материалов для публикации.;"get-запрос на эндпоинт ""/content/manager/articles"".";список доступных статей с деталями и метаданными.;True;контент-менеджер;get;/content/manager/articles;200
214;" пользователь просматривает список новостей и событий.
 действие: get-запрос на эндпоинт ""/news"".
 ожидаемый ответ: список новостей и событий с краткими описаниями и датами.";пользователь просматривает список новостей и событий.;"get-запрос на эндпоинт ""/news"".";список новостей и событий с краткими описаниями и датами.;True;пользователь;get;/news;200
215;" преподаватель осматривает список доступных курсов для студентов.
 действие: get-запрос на эндпоинт ""/teacher/courses"".
 ожидаемый ответ: список курсов с описанием, учебными материалами и информацией о студентах.";преподаватель осматривает список доступных курсов для студентов.;"get-запрос на эндпоинт ""/teacher/courses"".";список курсов с описанием, учебными материалами и информацией о студентах.;True;преподаватель;get;/teacher/courses;200
216;" клиент просматривает историю покупок в своем аккаунте.
 действие: get-запрос на эндпоинт ""/customer/purchases/history"".
 ожидаемый ответ: история покупок клиента с подробной информацией о каждой покупке.";клиент просматривает историю покупок в своем аккаунте.;"get-запрос на эндпоинт ""/customer/purchases/history"".";история покупок клиента с подробной информацией о каждой покупке.;True;клиент;get;/customer/purchases/history;200
217;" модератор проверяет список новых заявок на регистрацию.
 действие: get-запрос на эндпоинт ""/moderator/registration/requests"".
 ожидаемый ответ: список новых заявок на регистрацию с данными о пользователях.";модератор проверяет список новых заявок на регистрацию.;"get-запрос на эндпоинт ""/moderator/registration/requests"".";список новых заявок на регистрацию с данными о пользователях.;True;модератор;get;/moderator/registration/requests;200
218;" риэлтор просматривает список запросов на просмотр объектов недвижимости.
 действие: get-запрос на эндпоинт ""/realtor/property-viewing/requests"".
 ожидаемый ответ: список запросов на просмотр объектов недвижимости с деталями о каждом запросе.";риэлтор просматривает список запросов на просмотр объектов недвижимости.;"get-запрос на эндпоинт ""/realtor/property-viewing/requests"".";список запросов на просмотр объектов недвижимости с деталями о каждом запросе.;True;риэлтор;get;/realtor/property-viewing/requests;200
219;" учитель просматривает список студентов, зарегистрированных на его курс.
 действие: get-запрос на эндпоинт ""/teacher/course/students"".
 ожидаемый ответ: список студентов, зарегистрированных на курс, с их данными.";учитель просматривает список студентов, зарегистрированных на его курс.;"get-запрос на эндпоинт ""/teacher/course/students"".";список студентов, зарегистрированных на курс, с их данными.;True;учитель;get;/teacher/course/students;200
220;" клиент проверяет список доступных способов доставки для своего заказа.
 действие: get-запрос на эндпоинт ""/customer/shipping/methods"".
 ожидаемый ответ: список доступных способов доставки с описанием и стоимостью.";клиент проверяет список доступных способов доставки для своего заказа.;"get-запрос на эндпоинт ""/customer/shipping/methods"".";список доступных способов доставки с описанием и стоимостью.;True;клиент;get;/customer/shipping/methods;200
221;" разработчик просматривает список зарегистрированных баг-репортов.
 действие: get-запрос на эндпоинт ""/developer/bugs/reports"".
 ожидаемый ответ: список зарегистрированных баг-репортов с подробной информацией.";разработчик просматривает список зарегистрированных баг-репортов.;"get-запрос на эндпоинт ""/developer/bugs/reports"".";список зарегистрированных баг-репортов с подробной информацией.;True;разработчик;get;/developer/bugs/reports;200
222;" бухгалтер проверяет список предыдущих финансовых операций.
 действие: get-запрос на эндпоинт ""/accountant/transactions/history"".
 ожидаемый ответ: список предыдущих финансовых операций с деталями и статусами.";бухгалтер проверяет список предыдущих финансовых операций.;"get-запрос на эндпоинт ""/accountant/transactions/history"".";список предыдущих финансовых операций с деталями и статусами.;True;бухгалтер;get;/accountant/transactions/history;200
223;" модератор осматривает список жалоб на контент в сообществе.
 действие: get-запрос на эндпоинт ""/moderator/community/reports"".
 ожидаемый ответ: список жалоб на контент с деталями и статусами рассмотрения.";модератор осматривает список жалоб на контент в сообществе.;"get-запрос на эндпоинт ""/moderator/community/reports"".";список жалоб на контент с деталями и статусами рассмотрения.;True;модератор;get;/moderator/community/reports;200
224;" программист изучает список доступных api-эндпоинтов для интеграции.
 действие: get-запрос на эндпоинт ""/developer/api/endpoints"".
 ожидаемый ответ: список доступных api-эндпоинтов с описанием и документацией.";программист изучает список доступных api-эндпоинтов для интеграции.;"get-запрос на эндпоинт ""/developer/api/endpoints"".";список доступных api-эндпоинтов с описанием и документацией.;True;программист;get;/developer/api/endpoints;200
225;" пользователь получает информацию о конкретном товаре.
действие: get-запрос на эндпоинт ""/products/{product_id}"" для получения информации о товаре с определенным идентификатором.
ожидаемый ответ: информация о товаре с указанным идентификатором.";пользователь получает информацию о конкретном товаре.;"get-запрос на эндпоинт ""/products/{product_id}"" для получения информации о товаре с определенным идентификатором.";информация о товаре с указанным идентификатором.;True;пользователь;get;/products/{product_id};200
226;" администратор получает данные о конкретном пользователе.
действие: get-запрос на эндпоинт ""/admin/users/{user_id}"" для получения данных о пользователе с определенным идентификатором.
ожидаемый ответ: данные о пользователе с указанным идентификатором.";администратор получает данные о конкретном пользователе.;"get-запрос на эндпоинт ""/admin/users/{user_id}"" для получения данных о пользователе с определенным идентификатором.";данные о пользователе с указанным идентификатором.;True;администратор;get;/admin/users/{user_id};200
227;" покупатель проверяет статус своего заказа.
действие: get-запрос на эндпоинт ""/customer/orders/{order_id}/status"" для получения статуса заказа с определенным идентификатором.
ожидаемый ответ: статус заказа с указанным идентификатором.";покупатель проверяет статус своего заказа.;"get-запрос на эндпоинт ""/customer/orders/{order_id}/status"" для получения статуса заказа с определенным идентификатором.";статус заказа с указанным идентификатором.;True;покупатель;get;/customer/orders/{order_id}/status;200
228;" риэлтор получает информацию о конкретном объекте недвижимости.
действие: get-запрос на эндпоинт ""/realtor/properties/{property_id}"" для получения информации о объекте недвижимости с определенным идентификатором.
ожидаемый ответ: информация о объекте недвижимости с указанным идентификатором.";риэлтор получает информацию о конкретном объекте недвижимости.;"get-запрос на эндпоинт ""/realtor/properties/{property_id}"" для получения информации о объекте недвижимости с определенным идентификатором.";информация о объекте недвижимости с указанным идентификатором.;True;риэлтор;get;/realtor/properties/{property_id};200
229;" менеджер проекта получает данные о конкретной задаче.
действие: get-запрос на эндпоинт ""/project/manager/tasks/{task_id}"" для получения данных о задаче с определенным идентификатором.
ожидаемый ответ: данные о задаче с указанным идентификатором.";менеджер проекта получает данные о конкретной задаче.;"get-запрос на эндпоинт ""/project/manager/tasks/{task_id}"" для получения данных о задаче с определенным идентификатором.";данные о задаче с указанным идентификатором.;True;менеджер проекта;get;/project/manager/tasks/{task_id};200
230;" клиент получает информацию о доступных способах оплаты.
действие: get-запрос на эндпоинт ""/customer/payment-methods"" для получения списка доступных способов оплаты.
ожидаемый ответ: список доступных способов оплаты с подробными описаниями.";клиент получает информацию о доступных способах оплаты.;"get-запрос на эндпоинт ""/customer/payment-methods"" для получения списка доступных способов оплаты.";список доступных способов оплаты с подробными описаниями.;True;клиент;get;/customer/payment-methods;200
231;" дизайнер получает данные о конкретном шаблоне.
действие: get-запрос на эндпоинт ""/designer/templates/{template_id}"" для получения информации о шаблоне с определенным идентификатором.
ожидаемый ответ: информация о шаблоне с указанным идентификатором.";дизайнер получает данные о конкретном шаблоне.;"get-запрос на эндпоинт ""/designer/templates/{template_id}"" для получения информации о шаблоне с определенным идентификатором.";информация о шаблоне с указанным идентификатором.;True;дизайнер;get;/designer/templates/{template_id};200
232;" программист получает информацию о конкретном api-эндпоинте.
действие: get-запрос на эндпоинт ""/developer/api/endpoints/{endpoint_id}"" для получения данных о конкретном api-эндпоинте.
ожидаемый ответ: информация о конкретном api-эндпоинте с указанным идентификатором.";программист получает информацию о конкретном api-эндпоинте.;"get-запрос на эндпоинт ""/developer/api/endpoints/{endpoint_id}"" для получения данных о конкретном api-эндпоинте.";информация о конкретном api-эндпоинте с указанным идентификатором.;True;программист;get;/developer/api/endpoints/{endpoint_id};200
233;" аналитик получает данные о конкретном тренде.
действие: get-запрос на эндпоинт ""/analyst/trends/{trend_id}"" для получения информации о тренде с определенным идентификатором.
ожидаемый ответ: информация о тренде с указанным идентификатором.";аналитик получает данные о конкретном тренде.;"get-запрос на эндпоинт ""/analyst/trends/{trend_id}"" для получения информации о тренде с определенным идентификатором.";информация о тренде с указанным идентификатором.;True;аналитик;get;/analyst/trends/{trend_id};200
234;" учитель получает информацию о конкретном учебном материале.
действие: get-запрос на эндпоинт ""/teacher/resources/{resource_id}"" для получения данных о конкретном учебном материале.
ожидаемый ответ: информация о конкретном учебном материале с указанным идентификатором.";учитель получает информацию о конкретном учебном материале.;"get-запрос на эндпоинт ""/teacher/resources/{resource_id}"" для получения данных о конкретном учебном материале.";информация о конкретном учебном материале с указанным идентификатором.;True;учитель;get;/teacher/resources/{resource_id};200
235;" контент-менеджер получает данные о конкретной статье для публикации.
действие: get-запрос на эндпоинт ""/content/manager/articles/{article_id}"" для получения информации о конкретной статье.
ожидаемый ответ: информация о конкретной статье с указанным идентификатором.";контент-менеджер получает данные о конкретной статье для публикации.;"get-запрос на эндпоинт ""/content/manager/articles/{article_id}"" для получения информации о конкретной статье.";информация о конкретной статье с указанным идентификатором.;True;контент-менеджер;get;/content/manager/articles/{article_id};200
236;" модератор получает данные о конкретной жалобе на контент.
действие: get-запрос на эндпоинт ""/moderator/community/reports/{report_id}"" для получения информации о конкретной жалобе.
ожидаемый ответ: информация о конкретной жалобе с указанным идентификатором.";модератор получает данные о конкретной жалобе на контент.;"get-запрос на эндпоинт ""/moderator/community/reports/{report_id}"" для получения информации о конкретной жалобе.";информация о конкретной жалобе с указанным идентификатором.;True;модератор;get;/moderator/community/reports/{report_id};200
237;" бухгалтер получает информацию о конкретной финансовой операции.
действие: get-запрос на эндпоинт ""/accountant/transactions/{transaction_id}"" для получения данных о конкретной финансовой операции.
ожидаемый ответ: информация о конкретной финансовой операции с указанным идентификатором.";бухгалтер получает информацию о конкретной финансовой операции.;"get-запрос на эндпоинт ""/accountant/transactions/{transaction_id}"" для получения данных о конкретной финансовой операции.";информация о конкретной финансовой операции с указанным идентификатором.;True;бухгалтер;get;/accountant/transactions/{transaction_id};200
238;" клиент получает данные о конкретном способе доставки.
действие: get-запрос на эндпоинт ""/customer/shipping/methods/{method_id}"" для получения информации о конкретном способе доставки.
ожидаемый ответ: информация о конкретном способе доставки с указанным идентификатором.";клиент получает данные о конкретном способе доставки.;"get-запрос на эндпоинт ""/customer/shipping/methods/{method_id}"" для получения информации о конкретном способе доставки.";информация о конкретном способе доставки с указанным идентификатором.;True;клиент;get;/customer/shipping/methods/{method_id};200
239;" разработчик получает информацию о конкретном баг-репорте.
действие: get-запрос на эндпоинт ""/developer/bugs/reports/{report_id}"" для получения данных о конкретном баг-репорте.
ожидаемый ответ: информация о конкретном баг-репорте с указанным идентификатором.";разработчик получает информацию о конкретном баг-репорте.;"get-запрос на эндпоинт ""/developer/bugs/reports/{report_id}"" для получения данных о конкретном баг-репорте.";информация о конкретном баг-репорте с указанным идентификатором.;True;разработчик;get;/developer/bugs/reports/{report_id};200
240;" преподаватель получает данные о конкретном студенте.
действие: get-запрос на эндпоинт ""/teacher/students/{student_id}"" для получения данных о конкретном студенте.
ожидаемый ответ: информация о конкретном студенте с указанным идентификатором.";преподаватель получает данные о конкретном студенте.;"get-запрос на эндпоинт ""/teacher/students/{student_id}"" для получения данных о конкретном студенте.";информация о конкретном студенте с указанным идентификатором.;True;преподаватель;get;/teacher/students/{student_id};200
241;" администратор получает информацию о конкретном журнале безопасности.
действие: get-запрос на эндпоинт ""/admin/security/logs/{log_id}"" для получения данных о конкретном журнале безопасности.
ожидаемый ответ: информация о конкретном журнале безопасности с указанным идентификатором.";администратор получает информацию о конкретном журнале безопасности.;"get-запрос на эндпоинт ""/admin/security/logs/{log_id}"" для получения данных о конкретном журнале безопасности.";информация о конкретном журнале безопасности с указанным идентификатором.;True;администратор;get;/admin/security/logs/{log_id};200
242;" менеджер получает данные о конкретной финансовой операции.
действие: get-запрос на эндпоинт ""/manager/financials/{financial_id}"" для получения данных о конкретной финансовой операции.
ожидаемый ответ: информация о конкретной финансовой операции с указанным идентификатором.";менеджер получает данные о конкретной финансовой операции.;"get-запрос на эндпоинт ""/manager/financials/{financial_id}"" для получения данных о конкретной финансовой операции.";информация о конкретной финансовой операции с указанным идентификатором.;True;менеджер;get;/manager/financials/{financial_id};200
243;" клиент получает информацию о конкретном товаре в его корзине.
действие: get-запрос на эндпоинт ""/customer/cart/items/{item_id}"" для получения информации о конкретном товаре в корзине.
ожидаемый ответ: информация о конкретном товаре в корзине с указанным идентификатором.";клиент получает информацию о конкретном товаре в его корзине.;"get-запрос на эндпоинт ""/customer/cart/items/{item_id}"" для получения информации о конкретном товаре в корзине.";информация о конкретном товаре в корзине с указанным идентификатором.;True;клиент;get;/customer/cart/items/{item_id};200
244;" модератор получает данные о конкретном комментарии в сообществе.
действие: get-запрос на эндпоинт ""/moderator/community/comments/{comment_id}"" для получения данных о конкретном комментарии.
ожидаемый ответ: информация о конкретном комментарии с указанным идентификатором.";модератор получает данные о конкретном комментарии в сообществе.;"get-запрос на эндпоинт ""/moderator/community/comments/{comment_id}"" для получения данных о конкретном комментарии.";информация о конкретном комментарии с указанным идентификатором.;True;модератор;get;/moderator/community/comments/{comment_id};200
245;" разработчик получает информацию о конкретном пользователе системы.
действие: get-запрос на эндпоинт ""/developer/users/{user_id}"" для получения данных о конкретном пользователе системы.
ожидаемый ответ: информация о конкретном пользователе с указанным идентификатором.";разработчик получает информацию о конкретном пользователе системы.;"get-запрос на эндпоинт ""/developer/users/{user_id}"" для получения данных о конкретном пользователе системы.";информация о конкретном пользователе с указанным идентификатором.;True;разработчик;get;/developer/users/{user_id};200
246;" преподаватель получает данные о конкретном тесте для студента.
действие: get-запрос на эндпоинт ""/teacher/tests/{test_id}/students/{student_id}"" для получения данных о конкретном тесте для студента.
ожидаемый ответ: информация о конкретном тесте для студента с указанными идентификаторами.";преподаватель получает данные о конкретном тесте для студента.;"get-запрос на эндпоинт ""/teacher/tests/{test_id}/students/{student_id}"" для получения данных о конкретном тесте для студента.";информация о конкретном тесте для студента с указанными идентификаторами.;True;преподаватель;get;/teacher/tests/{test_id}/students/{student_id};200
247;" контент-менеджер получает информацию о конкретном медиа-файле для публикации.
действие: get-запрос на эндпоинт ""/content/manager/media/{media_id}"" для получения информации о конкретном медиа-файле.
ожидаемый ответ: информация о конкретном медиа-файле с указанным идентификатором.";контент-менеджер получает информацию о конкретном медиа-файле для публикации.;"get-запрос на эндпоинт ""/content/manager/media/{media_id}"" для получения информации о конкретном медиа-файле.";информация о конкретном медиа-файле с указанным идентификатором.;True;контент-менеджер;get;/content/manager/media/{media_id};200
248;" бухгалтер получает данные о конкретном счете компании.
действие: get-запрос на эндпоинт ""/accountant/accounts/{account_id}"" для получения данных о конкретном счете компании.
ожидаемый ответ: информация о конкретном счете компании с указанным идентификатором.";бухгалтер получает данные о конкретном счете компании.;"get-запрос на эндпоинт ""/accountant/accounts/{account_id}"" для получения данных о конкретном счете компании.";информация о конкретном счете компании с указанным идентификатором.;True;бухгалтер;get;/accountant/accounts/{account_id};200
249;" клиент получает информацию о конкретном заказе на возврат товара.
действие: get-запрос на эндпоинт ""/customer/returns/{return_id}"" для получения информации о конкретном заказе на возврат товара.
ожидаемый ответ: информация о конкретном заказе на возврат товара с указанным идентификатором.";клиент получает информацию о конкретном заказе на возврат товара.;"get-запрос на эндпоинт ""/customer/returns/{return_id}"" для получения информации о конкретном заказе на возврат товара.";информация о конкретном заказе на возврат товара с указанным идентификатором.;True;клиент;get;/customer/returns/{return_id};200
250;" пользователь обновляет свои персональные данные в профиле.
действие: post-запрос на эндпоинт ""/user/profile/update"" с обновленными данными пользователя.
ожидаемый ответ: подтверждение успешного обновления персональных данных.";пользователь обновляет свои персональные данные в профиле.;"post-запрос на эндпоинт ""/user/profile/update"" с обновленными данными пользователя.";подтверждение успешного обновления персональных данных.;True;пользователь;post;/user/profile/update;200
251;" менеджер создает новую задачу для команды.
действие: post-запрос на эндпоинт ""/manager/tasks/create"" с данными о новой задаче.
ожидаемый ответ: подтверждение успешного создания новой задачи.";менеджер создает новую задачу для команды.;"post-запрос на эндпоинт ""/manager/tasks/create"" с данными о новой задаче.";подтверждение успешного создания новой задачи.;True;менеджер;post;/manager/tasks/create;200
252;" администратор добавляет нового пользователя в систему.
действие: post-запрос на эндпоинт ""/admin/users/add"" с данными о новом пользователе.
ожидаемый ответ: подтверждение успешного добавления нового пользователя.";администратор добавляет нового пользователя в систему.;"post-запрос на эндпоинт ""/admin/users/add"" с данными о новом пользователе.";подтверждение успешного добавления нового пользователя.;True;администратор;post;/admin/users/add;200
253;" учитель создает новое домашнее задание для учеников.
действие: post-запрос на эндпоинт ""/teacher/homework/create"" с данными о новом задании.
ожидаемый ответ: подтверждение успешного создания нового домашнего задания.";учитель создает новое домашнее задание для учеников.;"post-запрос на эндпоинт ""/teacher/homework/create"" с данными о новом задании.";подтверждение успешного создания нового домашнего задания.;True;учитель;post;/teacher/homework/create;200
254;" автор загружает новый документ в хранилище документов.
действие: post-запрос на эндпоинт ""/author/documents/upload"" с данными о новом документе.
ожидаемый ответ: подтверждение успешной загрузки нового документа.";автор загружает новый документ в хранилище документов.;"post-запрос на эндпоинт ""/author/documents/upload"" с данными о новом документе.";подтверждение успешной загрузки нового документа.;True;автор;post;/author/documents/upload;200
255;" разработчик добавляет новый код в репозиторий проекта.
действие: post-запрос на эндпоинт ""/developer/repository/add"" с данными о новом коде.
ожидаемый ответ: подтверждение успешного добавления нового кода в репозиторий.";разработчик добавляет новый код в репозиторий проекта.;"post-запрос на эндпоинт ""/developer/repository/add"" с данными о новом коде.";подтверждение успешного добавления нового кода в репозиторий.;True;разработчик;post;/developer/repository/add;200
